Year;Cor reconstruction;Cor & Stat reconstruction;Villalba reconstruction;Cor reconstruction 30yr filtered;Cor & Stat reconstruction 30yr filtered;Villalba reconstruction 30yr filtered;Target SAM (Marshall);Target SAM (Marshall) 30yr filtered
1000;-0.0801;-1.0801;NA;NA;NA;NA;NA;NA
1001;2.9504;2.7384;NA;NA;NA;NA;NA;NA
1002;3.0304;2.8469;NA;NA;NA;NA;NA;NA
1003;4.5729;4.6229;NA;NA;NA;NA;NA;NA
1004;4.1129;4.2179;NA;NA;NA;NA;NA;NA
1005;4.3954;4.5539;NA;NA;NA;NA;NA;NA
1006;5.0879;5.3729;NA;NA;NA;NA;NA;NA
1007;1.8594;1.2874;NA;NA;NA;NA;NA;NA
1008;4.1589;4.2719;NA;NA;NA;NA;NA;NA
1009;1.6679;1.0364;NA;NA;NA;NA;NA;NA
1010;1.3739;0.8569;NA;NA;NA;NA;NA;NA
1011;-0.6891;-1.9211;NA;NA;NA;NA;NA;NA
1012;-1.5111;-2.7591;NA;NA;NA;NA;NA;NA
1013;-5.2521;-7.2511;NA;NA;NA;NA;NA;NA
1014;-1.9616;-3.2331;NA;NA;NA;NA;NA;NA
1015;-0.3441;-1.2361;NA;-0.798;-1.8024;NA;NA;NA
1016;-1.6626;-3.0311;NA;-0.6723;-1.6301;NA;NA;NA
1017;-0.7321;-1.6056;NA;-0.3277;-1.1851;NA;NA;NA
1018;-0.1961;-0.9386;NA;0.0574;-0.6907;NA;NA;NA
1019;1.3439;0.9409;NA;0.3046;-0.3708;NA;NA;NA
1020;3.7574;3.9539;NA;0.5246;-0.0895;NA;NA;NA
1021;1.4424;1.0349;NA;0.8622;0.3343;NA;NA;NA
1022;2.7434;2.6529;NA;1.1907;0.7455;NA;NA;NA
1023;0.1009;-0.4876;NA;1.3833;0.9889;NA;NA;NA
1024;1.6474;1.4374;NA;1.3987;1.0086;NA;NA;NA
1025;2.3504;2.1069;NA;1.3192;0.9047;NA;NA;NA
1026;0.5094;-0.4321;NA;1.2033;0.7561;NA;NA;NA
1027;0.0974;-0.5411;NA;1.1097;0.6416;NA;NA;NA
1028;0.2169;-0.5501;NA;1.007;0.5199;NA;NA;NA
1029;0.6754;0.3269;NA;0.8487;0.3286;NA;NA;NA
1030;-0.2471;-0.8136;NA;0.6709;0.1152;NA;NA;NA
1031;0.2339;-0.5281;NA;0.5094;-0.0728;NA;NA;NA
1032;2.0644;1.7839;NA;0.343;-0.2597;NA;NA;NA
1033;-0.2256;-0.9946;NA;0.1481;-0.4763;NA;NA;NA
1034;0.7029;0.0194;NA;-0.0418;-0.6848;NA;NA;NA
1035;0.5529;0.1514;NA;-0.1936;-0.8478;NA;NA;NA
1036;-0.2201;-0.7286;NA;-0.3439;-1.0055;NA;NA;NA
1037;-0.0666;-0.7761;NA;-0.5224;-1.1918;NA;NA;NA
1038;-0.3991;-0.8811;NA;-0.6854;-1.3591;NA;NA;NA
1039;-1.9651;-2.8301;NA;-0.7893;-1.4599;NA;NA;NA
1040;-0.9166;-1.6006;NA;-0.8633;-1.5254;NA;NA;NA
1041;-2.1701;-3.0576;NA;-0.9437;-1.5951;NA;NA;NA
1042;-1.9211;-2.8646;NA;-0.9971;-1.6336;NA;NA;NA
1043;-2.3641;-3.4751;NA;-0.9898;-1.6056;NA;NA;NA
1044;-0.8201;-1.3996;NA;-0.8823;-1.4686;NA;NA;NA
1045;3.4489;4.1479;NA;-0.6926;-1.2412;NA;NA;NA
1046;-1.4116;-2.0076;NA;-0.4739;-0.9791;NA;NA;NA
1047;-1.3761;-2.1496;NA;-0.2794;-0.7383;NA;NA;NA
1048;1.3154;1.3424;NA;-0.0455;-0.443;NA;NA;NA
1049;-0.5306;-1.0051;NA;0.2718;-0.0466;NA;NA;NA
1050;-0.6066;-1.3356;NA;0.5897;0.3512;NA;NA;NA
1051;-0.0641;-0.5341;NA;0.8258;0.6507;NA;NA;NA
1052;2.5504;2.6329;NA;1.0284;0.9132;NA;NA;NA
1053;0.9549;0.8034;NA;1.2597;1.2139;NA;NA;NA
1054;3.0219;3.2889;NA;1.4577;1.4736;NA;NA;NA
1055;-1.9646;-2.8156;NA;1.56;1.6133;NA;NA;NA
1056;3.8799;4.7914;NA;1.553;1.6192;NA;NA;NA
1057;3.7814;4.7249;NA;1.4854;1.5542;NA;NA;NA
1058;0.1699;-0.2106;NA;1.3885;1.4534;NA;NA;NA
1059;-0.0976;-0.3441;NA;1.2936;1.352;NA;NA;NA
1060;2.1144;2.3434;NA;1.1057;1.1314;NA;NA;NA
1061;3.7059;4.4894;NA;0.8201;0.7887;NA;NA;NA
1062;2.0494;2.1769;NA;0.6045;0.5328;NA;NA;NA
1063;-2.2521;-3.1421;NA;0.4455;0.3464;NA;NA;NA
1064;-1.6611;-2.1441;NA;0.2469;0.1091;NA;NA;NA
1065;-1.4086;-1.8546;NA;0.0513;-0.1258;NA;NA;NA
1066;-0.7111;-1.2796;NA;-0.0985;-0.3047;NA;NA;NA
1067;0.7024;0.5614;NA;-0.1956;-0.4173;NA;NA;NA
1068;-1.3816;-1.9371;NA;-0.2679;-0.4982;NA;NA;NA
1069;1.7979;2.3089;NA;-0.3251;-0.5607;NA;NA;NA
1070;-0.1146;-0.2466;NA;-0.3766;-0.6186;NA;NA;NA
1071;-0.8346;-1.0851;NA;-0.3857;-0.6286;NA;NA;NA
1072;1.1909;1.6089;NA;-0.3403;-0.5746;NA;NA;NA
1073;-0.7691;-1.2121;NA;-0.2864;-0.5102;NA;NA;NA
1074;-0.2411;-0.7216;NA;-0.2703;-0.4892;NA;NA;NA
1075;-0.2561;-0.4176;NA;-0.2975;-0.5219;NA;NA;NA
1076;-1.1566;-1.3971;NA;-0.339;-0.5757;NA;NA;NA
1077;-1.6381;-2.4346;NA;-0.3894;-0.64;NA;NA;NA
1078;-0.5791;-1.0716;NA;-0.4432;-0.7043;NA;NA;NA
1079;1.1019;1.3139;NA;-0.5021;-0.7709;NA;NA;NA
1080;-0.5951;-1.0441;NA;-0.5675;-0.844;NA;NA;NA
1081;-1.5461;-1.9806;NA;-0.6337;-0.9163;NA;NA;NA
1082;-0.1291;0.0624;NA;-0.6944;-0.9806;NA;NA;NA
1083;0.4824;0.5409;NA;-0.7458;-1.0291;NA;NA;NA
1084;-1.4861;-2.1256;NA;-0.7925;-1.0668;NA;NA;NA
1085;-0.8561;-1.0631;NA;-0.8411;-1.1058;NA;NA;NA
1086;-0.0201;-0.0761;NA;-0.8985;-1.1581;NA;NA;NA
1087;-2.1301;-2.6381;NA;-1.0168;-1.2872;NA;NA;NA
1088;-0.7016;-0.9631;NA;-1.196;-1.4908;NA;NA;NA
1089;-2.2946;-2.7501;NA;-1.3649;-1.6822;NA;NA;NA
1090;-2.1921;-2.8426;NA;-1.4523;-1.775;NA;NA;NA
1091;-0.3596;-0.4586;NA;-1.4632;-1.7726;NA;NA;NA
1092;-0.8681;-1.1781;NA;-1.4495;-1.7376;NA;NA;NA
1093;-0.6066;-0.5256;NA;-1.4105;-1.6726;NA;NA;NA
1094;-0.8296;-0.6336;NA;-1.3454;-1.58;NA;NA;NA
1095;-2.6371;-3.3146;NA;-1.2028;-1.3963;NA;NA;NA
1096;-1.8621;-2.1176;NA;-0.9809;-1.1164;NA;NA;NA
1097;-2.7066;-3.3371;NA;-0.7529;-0.8307;NA;NA;NA
1098;-1.4546;-1.6161;NA;-0.5921;-0.6294;NA;NA;NA
1099;-0.7011;-0.8791;NA;-0.4587;-0.4671;NA;NA;NA
1100;1.1879;1.7054;NA;-0.2926;-0.2704;NA;NA;NA
1101;1.6854;1.9899;NA;-0.1364;-0.0869;NA;NA;NA
1102;1.7754;2.5039;NA;-0.0327;0.0357;NA;NA;NA
1103;2.1389;2.6894;NA;0.0305;0.1107;NA;NA;NA
1104;-2.2201;-2.9606;NA;0.0856;0.1747;NA;NA;NA
1105;-0.1391;-0.1206;NA;0.1208;0.2146;NA;NA;NA
1106;-1.5391;-1.7411;NA;0.1241;0.2171;NA;NA;NA
1107;-0.4761;-0.5351;NA;0.0327;0.1041;NA;NA;NA
1108;0.9474;1.3424;NA;-0.1541;-0.1263;NA;NA;NA
1109;-1.2281;-1.5616;NA;-0.3549;-0.3731;NA;NA;NA
1110;0.5424;0.9139;NA;-0.4883;-0.5354;NA;NA;NA
1111;0.3349;0.3249;NA;-0.5417;-0.5997;NA;NA;NA
1112;-1.0271;-1.1246;NA;-0.5704;-0.6344;NA;NA;NA
1113;-2.2621;-2.8676;NA;-0.5943;-0.6612;NA;NA;NA
1114;-0.9046;-0.8321;NA;-0.6337;-0.7018;NA;NA;NA
1115;1.9314;2.7504;NA;-0.6806;-0.7468;NA;NA;NA
1116;-1.9626;-2.5266;NA;-0.7216;-0.7827;NA;NA;NA
1117;-1.4301;-1.7636;NA;-0.7692;-0.8249;NA;NA;NA
1118;-2.7181;-3.5526;NA;-0.8359;-0.8891;NA;NA;NA
1119;1.9939;2.8139;NA;-0.9275;-0.9792;NA;NA;NA
1120;-2.3356;-2.7871;NA;-1.0326;-1.0806;NA;NA;NA
1121;0.9094;1.2764;NA;-1.1382;-1.181;NA;NA;NA
1122;-1.9751;-1.9601;NA;-1.2312;-1.2681;NA;NA;NA
1123;0.3799;1.0904;NA;-1.3289;-1.3524;NA;NA;NA
1124;-2.5511;-2.9531;NA;-1.4392;-1.4436;NA;NA;NA
1125;-2.6681;-3.0396;NA;-1.5358;-1.5288;NA;NA;NA
1126;-1.9146;-2.1071;NA;-1.6303;-1.6238;NA;NA;NA
1127;-2.0641;-2.1766;NA;-1.7384;-1.7373;NA;NA;NA
1128;-3.4221;-3.8986;NA;-1.8404;-1.8463;NA;NA;NA
1129;0.1034;0.8354;NA;-1.9164;-1.9272;NA;NA;NA
1130;-1.2571;-1.1811;NA;-1.9687;-1.9919;NA;NA;NA
1131;-1.6941;-1.4676;NA;-2.0104;-2.056;NA;NA;NA
1132;-2.5926;-2.5736;NA;-2.0381;-2.1027;NA;NA;NA
1133;-1.9991;-2.0461;NA;-2.0484;-2.1153;NA;NA;NA
1134;-2.2566;-2.3861;NA;-2.0512;-2.1054;NA;NA;NA
1135;-3.0796;-3.6996;NA;-2.0505;-2.0876;NA;NA;NA
1136;-1.0096;-0.7361;NA;-2.0334;-2.0491;NA;NA;NA
1137;-2.0511;-2.3351;NA;-1.987;-1.977;NA;NA;NA
1138;-0.5026;-0.0571;NA;-1.9037;-1.8578;NA;NA;NA
1139;-1.8786;-2.0906;NA;-1.7936;-1.7013;NA;NA;NA
1140;-4.8991;-5.5706;NA;-1.6712;-1.5301;NA;NA;NA
1141;-0.8501;-0.3291;NA;-1.5505;-1.3668;NA;NA;NA
1142;-1.1886;-0.5326;NA;-1.3922;-1.1619;NA;NA;NA
1143;-1.0101;-0.6586;NA;-1.1808;-0.8921;NA;NA;NA
1144;-1.3411;-0.8981;NA;-0.967;-0.6192;NA;NA;NA
1145;-1.3581;-0.6691;NA;-0.8012;-0.4053;NA;NA;NA
1146;2.7349;3.5229;NA;-0.6591;-0.2287;NA;NA;NA
1147;-1.4961;-1.2241;NA;-0.5015;-0.0429;NA;NA;NA
1148;-0.8021;-0.6626;NA;-0.3568;0.1278;NA;NA;NA
1149;-0.9096;-0.6351;NA;-0.2532;0.2588;NA;NA;NA
1150;0.0184;0.4884;NA;-0.217;0.3192;NA;NA;NA
1151;-1.1311;-0.6926;NA;-0.2296;0.3237;NA;NA;NA
1152;0.2629;0.9289;NA;-0.2527;0.3168;NA;NA;NA
1153;2.4489;3.3524;NA;-0.2477;0.3428;NA;NA;NA
1154;-0.9066;-0.4376;NA;-0.2171;0.4095;NA;NA;NA
1155;0.1334;0.8839;NA;-0.1908;0.4841;NA;NA;NA
1156;-1.2751;-0.5026;NA;-0.1712;0.5503;NA;NA;NA
1157;-2.5886;-2.0806;NA;-0.1606;0.592;NA;NA;NA
1158;0.0694;0.6349;NA;-0.1577;0.6092;NA;NA;NA
1159;-1.0146;-0.0756;NA;-0.1598;0.6145;NA;NA;NA
1160;1.0794;2.1364;NA;-0.1674;0.6106;NA;NA;NA
1161;1.1169;1.9959;NA;-0.1808;0.6001;NA;NA;NA
1162;0.5709;1.3909;NA;-0.1842;0.5943;NA;NA;NA
1163;0.3814;1.3479;NA;-0.1739;0.594;NA;NA;NA
1164;-0.4201;0.3134;NA;-0.1691;0.5864;NA;NA;NA
1165;-1.2641;-0.8381;NA;-0.1889;0.559;NA;NA;NA
1166;-0.9851;-0.4636;NA;-0.257;0.4851;NA;NA;NA
1167;0.2669;1.1639;NA;-0.3644;0.3682;NA;NA;NA
1168;-0.4451;0.1564;NA;-0.4808;0.241;NA;NA;NA
1169;-1.1186;-0.5761;NA;-0.5759;0.136;NA;NA;NA
1170;-0.9591;-0.3516;NA;-0.6816;0.0169;NA;NA;NA
1171;0.6374;1.6414;NA;-0.8206;-0.1399;NA;NA;NA
1172;-1.1131;-0.3146;NA;-0.9485;-0.2831;NA;NA;NA
1173;-1.3721;-0.6481;NA;-1.0207;-0.3612;NA;NA;NA
1174;0.1769;0.9964;NA;-1.0308;-0.3665;NA;NA;NA
1175;-1.4096;-0.6336;NA;-1.0121;-0.3376;NA;NA;NA
1176;-1.9151;-1.2971;NA;-0.98;-0.2932;NA;NA;NA
1177;-1.8116;-1.4341;NA;-0.9501;-0.252;NA;NA;NA
1178;-1.3591;-0.7761;NA;-0.8862;-0.1747;NA;NA;NA
1179;-0.9031;-0.3706;NA;-0.7749;-0.0457;NA;NA;NA
1180;-0.4591;0.0379;NA;-0.6657;0.0808;NA;NA;NA
1181;-0.1016;0.8164;NA;-0.6083;0.1505;NA;NA;NA
1182;-1.9526;-1.2536;NA;-0.5832;0.1868;NA;NA;NA
1183;2.0469;3.2949;NA;-0.5486;0.2362;NA;NA;NA
1184;-1.5896;-0.7041;NA;-0.5207;0.2792;NA;NA;NA
1185;0.8634;2.0044;NA;-0.5154;0.2965;NA;NA;NA
1186;-0.0796;0.8114;NA;-0.5553;0.2642;NA;NA;NA
1187;0.2649;1.0264;NA;-0.6253;0.1999;NA;NA;NA
1188;-1.1076;-0.5431;NA;-0.6847;0.1462;NA;NA;NA
1189;-2.2596;-1.6711;NA;-0.7564;0.0747;NA;NA;NA
1190;-1.1776;-0.3596;NA;-0.8671;-0.0437;NA;NA;NA
1191;-3.1931;-2.5831;NA;-0.9823;-0.1676;NA;NA;NA
1192;-0.9771;-0.1341;NA;-1.0672;-0.2556;NA;NA;NA
1193;1.5499;2.5424;NA;-1.1139;-0.2932;NA;NA;NA
1194;-2.0771;-1.2851;NA;-1.1453;-0.3073;NA;NA;NA
1195;-0.3206;0.6704;NA;-1.1736;-0.3187;NA;NA;NA
1196;-2.5716;-1.9386;NA;-1.2109;-0.3477;NA;NA;NA
1197;-1.1111;-0.1026;NA;-1.2332;-0.3696;NA;NA;NA
1198;0.5149;1.7244;NA;-1.2288;-0.3666;NA;NA;NA
1199;-1.4266;-0.7111;NA;-1.2288;-0.3694;NA;NA;NA
1200;-1.8826;-1.1506;NA;-1.2641;-0.4089;NA;NA;NA
1201;-3.2626;-2.4256;NA;-1.3576;-0.5165;NA;NA;NA
1202;0.8454;1.9979;NA;-1.4895;-0.6737;NA;NA;NA
1203;0.1859;1.0079;NA;-1.6267;-0.8357;NA;NA;NA
1204;-4.1571;-3.5526;NA;-1.7362;-0.958;NA;NA;NA
1205;-4.5166;-4.0431;NA;-1.8025;-1.0246;NA;NA;NA
1206;-0.3401;0.3524;NA;-1.8487;-1.0676;NA;NA;NA
1207;1.2709;2.0989;NA;-1.9001;-1.1141;NA;NA;NA
1208;-2.5226;-1.5971;NA;-1.9818;-1.1915;NA;NA;NA
1209;-3.4611;-2.7846;NA;-2.1043;-1.3052;NA;NA;NA
1210;-4.2416;-3.5486;NA;-2.2496;-1.4349;NA;NA;NA
1211;-1.1731;-0.2151;NA;-2.3996;-1.5685;NA;NA;NA
1212;-2.8086;-1.9726;NA;-2.5366;-1.6942;NA;NA;NA
1213;-2.2711;-1.3521;NA;-2.7065;-1.8557;NA;NA;NA
1214;-1.5681;-0.3936;NA;-2.9246;-2.0637;NA;NA;NA
1215;-0.9596;0.1204;NA;-3.1273;-2.2565;NA;NA;NA
1216;-3.6051;-2.9861;NA;-3.2509;-2.3728;NA;NA;NA
1217;-4.6511;-3.9661;NA;-3.2909;-2.4119;NA;NA;NA
1218;-3.1851;-2.3361;NA;-3.2966;-2.4226;NA;NA;NA
1219;-4.6161;-3.6426;NA;-3.2849;-2.4164;NA;NA;NA
1220;-5.8461;-5.1026;NA;-3.2725;-2.4049;NA;NA;NA
1221;-3.7151;-2.9116;NA;-3.2115;-2.3398;NA;NA;NA
1222;-3.8271;-3.2301;NA;-3.0862;-2.2091;NA;NA;NA
1223;-1.0566;0.2209;NA;-2.9619;-2.0792;NA;NA;NA
1224;-2.1041;-1.1016;NA;-2.9039;-2.0165;NA;NA;NA
1225;-1.1376;-0.1786;NA;-2.8915;-1.9969;NA;NA;NA
1226;-3.3131;-2.5246;NA;-2.869;-1.9631;NA;NA;NA
1227;-3.0601;-2.3611;NA;-2.8486;-1.9316;NA;NA;NA
1228;-1.2276;-0.3411;NA;-2.8423;-1.919;NA;NA;NA
1229;-2.6026;-1.4911;NA;-2.924;-2.0007;NA;NA;NA
1230;-2.3381;-1.2271;NA;-3.0965;-2.1767;NA;NA;NA
1231;-2.7561;-1.8061;NA;-3.2657;-2.3502;NA;NA;NA
1232;-5.9751;-5.2831;NA;-3.3372;-2.4244;NA;NA;NA
1233;-4.3181;-3.4426;NA;-3.3051;-2.3907;NA;NA;NA
1234;-4.5871;-3.7061;NA;-3.2403;-2.3216;NA;NA;NA
1235;-4.0826;-3.1291;NA;-3.1631;-2.2419;NA;NA;NA
1236;-2.4661;-1.5546;NA;-3.0943;-2.1764;NA;NA;NA
1237;-2.6161;-1.8101;NA;-2.9716;-2.0632;NA;NA;NA
1238;-2.5921;-1.5911;NA;-2.77;-1.8742;NA;NA;NA
1239;-2.6116;-1.7546;NA;-2.5658;-1.6846;NA;NA;NA
1240;-1.8551;-0.9756;NA;-2.4356;-1.5695;NA;NA;NA
1241;-1.7371;-0.9361;NA;-2.3772;-1.5317;NA;NA;NA
1242;0.0119;1.2849;NA;-2.3329;-1.5147;NA;NA;NA
1243;-2.0811;-1.2916;NA;-2.2955;-1.5044;NA;NA;NA
1244;-1.9176;-1.2531;NA;-2.2579;-1.4864;NA;NA;NA
1245;-3.1171;-2.4876;NA;-2.2375;-1.4816;NA;NA;NA
1246;-3.5881;-2.9031;NA;-2.248;-1.5094;NA;NA;NA
1247;-3.5061;-2.9946;NA;-2.2765;-1.554;NA;NA;NA
1248;-3.0031;-2.2516;NA;-2.3098;-1.5995;NA;NA;NA
1249;-2.3311;-1.6066;NA;-2.3522;-1.6479;NA;NA;NA
1250;-2.8091;-2.1676;NA;-2.4077;-1.7057;NA;NA;NA
1251;-2.3216;-1.6046;NA;-2.4631;-1.764;NA;NA;NA
1252;-2.7871;-2.1861;NA;-2.5067;-1.8077;NA;NA;NA
1253;-0.1271;0.6374;NA;-2.5412;-1.8366;NA;NA;NA
1254;-0.3986;0.4754;NA;-2.5759;-1.8644;NA;NA;NA
1255;-1.9051;-0.9011;NA;-2.6199;-1.9045;NA;NA;NA
1256;-3.7446;-3.0601;NA;-2.7203;-2.0051;NA;NA;NA
1257;-3.1671;-2.3686;NA;-2.8783;-2.165;NA;NA;NA
1258;-6.5011;-6.2556;NA;-3.0347;-2.3232;NA;NA;NA
1259;-3.3321;-2.6261;NA;-3.1302;-2.419;NA;NA;NA
1260;-1.8971;-1.0856;NA;-3.2092;-2.5018;NA;NA;NA
1261;-3.1326;-2.4036;NA;-3.3192;-2.6206;NA;NA;NA
1262;-0.6531;0.2149;NA;-3.4053;-2.7141;NA;NA;NA
1263;-6.5081;-6.0531;NA;-3.4128;-2.7208;NA;NA;NA
1264;-4.3266;-3.8171;NA;-3.3201;-2.619;NA;NA;NA
1265;-1.5591;-0.5941;NA;-3.1623;-2.448;NA;NA;NA
1266;-2.1476;-1.1831;NA;-2.9692;-2.2384;NA;NA;NA
1267;-3.5491;-2.8701;NA;-2.7706;-2.0207;NA;NA;NA
1268;-3.6991;-3.1321;NA;-2.5309;-1.7544;NA;NA;NA
1269;-1.4691;-0.5016;NA;-2.2285;-1.4175;NA;NA;NA
1270;-1.4491;-0.8041;NA;-1.9145;-1.0682;NA;NA;NA
1271;-2.7156;-2.1181;NA;-1.6403;-0.765;NA;NA;NA
1272;-1.1466;-0.0951;NA;-1.3505;-0.4467;NA;NA;NA
1273;-1.5836;-0.6036;NA;-1.0004;-0.0628;NA;NA;NA
1274;-1.2561;-0.2461;NA;-0.6573;0.3128;NA;NA;NA
1275;-0.1296;0.9619;NA;-0.3885;0.6062;NA;NA;NA
1276;2.8384;4.0754;NA;-0.1576;0.8553;NA;NA;NA
1277;-1.0521;-0.0551;NA;0.0875;1.1171;NA;NA;NA
1278;0.5099;1.5024;NA;0.3028;1.3469;NA;NA;NA
1279;0.4469;1.5064;NA;0.4445;1.4998;NA;NA;NA
1280;-0.0016;0.9749;NA;0.4886;1.5454;NA;NA;NA
1281;1.2749;2.4479;NA;0.4645;1.5127;NA;NA;NA
1282;-1.1921;-0.2676;NA;0.4084;1.4464;NA;NA;NA
1283;0.5474;1.5939;NA;0.3564;1.3911;NA;NA;NA
1284;1.5234;2.5304;NA;0.2525;1.2895;NA;NA;NA
1285;0.2489;1.1684;NA;0.0651;1.1037;NA;NA;NA
1286;0.6079;1.7579;NA;-0.1331;0.9073;NA;NA;NA
1287;0.4624;1.5284;NA;-0.2692;0.7743;NA;NA;NA
1288;-2.8636;-1.9496;NA;-0.3904;0.6575;NA;NA;NA
1289;-0.0276;1.0704;NA;-0.5542;0.4993;NA;NA;NA
1290;-0.8521;0.2159;NA;-0.7028;0.3572;NA;NA;NA
1291;-1.2241;-0.1816;NA;-0.7784;0.2885;NA;NA;NA
1292;-0.4801;0.7154;NA;-0.7741;0.3024;NA;NA;NA
1293;-1.0801;0.0669;NA;-0.7325;0.357;NA;NA;NA
1294;-0.1326;1.0694;NA;-0.6695;0.4329;NA;NA;NA
1295;-1.0001;0.0139;NA;-0.6015;0.5105;NA;NA;NA
1296;-0.8806;0.0274;NA;-0.4718;0.6523;NA;NA;NA
1297;-1.7066;-0.6541;NA;-0.2624;0.8791;NA;NA;NA
1298;0.6969;1.8429;NA;-0.0473;1.1087;NA;NA;NA
1299;0.4629;1.7589;NA;0.0995;1.2589;NA;NA;NA
1300;0.2214;1.1854;NA;0.2139;1.3658;NA;NA;NA
1301;1.4244;2.7264;NA;0.3542;1.4941;NA;NA;NA
1302;0.7064;1.9719;NA;0.4796;1.6042;NA;NA;NA
1303;0.3449;1.4864;NA;0.5493;1.6566;NA;NA;NA
1304;1.6054;2.8329;NA;0.5646;1.646;NA;NA;NA
1305;0.0699;1.1249;NA;0.554;1.5997;NA;NA;NA
1306;-0.9061;0.1784;NA;0.5182;1.5266;NA;NA;NA
1307;1.2019;2.1859;NA;0.4576;1.4359;NA;NA;NA
1308;0.3729;1.2254;NA;0.3507;1.2981;NA;NA;NA
1309;-0.8156;-0.1746;NA;0.1945;1.1027;NA;NA;NA
1310;0.4059;1.2599;NA;0.0166;0.8867;NA;NA;NA
1311;1.1179;1.8269;NA;-0.155;0.6874;NA;NA;NA
1312;-0.3536;0.4074;NA;-0.3579;0.4683;NA;NA;NA
1313;-0.2056;0.8254;NA;-0.601;0.2134;NA;NA;NA
1314;-1.3046;-0.3676;NA;-0.8134;-0.009;NA;NA;NA
1315;-2.4581;-1.7746;NA;-1.0287;-0.2263;NA;NA;NA
1316;-0.7576;-0.0101;NA;-1.2906;-0.4798;NA;NA;NA
1317;0.1739;1.1434;NA;-1.5437;-0.723;NA;NA;NA
1318;-1.8636;-1.0626;NA;-1.7327;-0.9091;NA;NA;NA
1319;-2.0526;-1.2931;NA;-1.9038;-1.0869;NA;NA;NA
1320;-2.3391;-1.4041;NA;-2.101;-1.2941;NA;NA;NA
1321;-4.2376;-3.6396;NA;-2.2654;-1.4678;NA;NA;NA
1322;-2.1266;-1.1796;NA;-2.338;-1.5453;NA;NA;NA
1323;-1.8206;-0.9266;NA;-2.2983;-1.5079;NA;NA;NA
1324;-1.5056;-0.7501;NA;-2.1879;-1.4002;NA;NA;NA
1325;-2.2011;-1.4506;NA;-2.041;-1.2543;NA;NA;NA
1326;-1.5231;-0.6371;NA;-1.8918;-1.1025;NA;NA;NA
1327;-2.1591;-1.4351;NA;-1.6709;-0.8756;NA;NA;NA
1328;-4.0246;-3.5866;NA;-1.3474;-0.5442;NA;NA;NA
1329;-1.3641;-0.5126;NA;-1.0135;-0.2009;NA;NA;NA
1330;0.8809;1.8344;NA;-0.7615;0.0621;NA;NA;NA
1331;0.1954;0.9709;NA;-0.542;0.2971;NA;NA;NA
1332;-0.2976;0.7329;NA;-0.2811;0.5787;NA;NA;NA
1333;0.3729;1.3074;NA;-0.0341;0.848;NA;NA;NA
1334;0.1789;1.0549;NA;0.1436;1.0458;NA;NA;NA
1335;1.9544;3.0239;NA;0.2678;1.192;NA;NA;NA
1336;1.1489;2.0104;NA;0.3782;1.3292;NA;NA;NA
1337;-0.8851;-0.0036;NA;0.4556;1.4325;NA;NA;NA
1338;-1.3501;-0.5696;NA;0.4807;1.4771;NA;NA;NA
1339;0.1109;1.1629;NA;0.3895;1.3975;NA;NA;NA
1340;-0.8036;0.1334;NA;0.1908;1.2065;NA;NA;NA
1341;1.1114;2.2879;NA;-0.0251;0.9971;NA;NA;NA
1342;2.6379;3.9499;NA;-0.1683;0.8619;NA;NA;NA
1343;0.4959;1.5504;NA;-0.2541;0.7887;NA;NA;NA
1344;0.4554;1.6224;NA;-0.35;0.7082;NA;NA;NA
1345;-2.6666;-1.8491;NA;-0.4439;0.6282;NA;NA;NA
1346;-2.3736;-1.4591;NA;-0.5241;0.5563;NA;NA;NA
1347;-1.2996;-0.2126;NA;-0.5827;0.5005;NA;NA;NA
1348;-0.5901;0.4989;NA;-0.629;0.4542;NA;NA;NA
1349;-0.6871;0.3984;NA;-0.6773;0.4031;NA;NA;NA
1350;-0.6611;0.3999;NA;-0.7416;0.3329;NA;NA;NA
1351;-0.7941;0.2839;NA;-0.8052;0.2555;NA;NA;NA
1352;0.4834;1.6389;NA;-0.8525;0.1868;NA;NA;NA
1353;-0.0971;1.0019;NA;-0.8997;0.1182;NA;NA;NA
1354;-0.7891;0.3994;NA;-0.9628;0.0409;NA;NA;NA
1355;-1.3761;-0.3326;NA;-1.0659;-0.0749;NA;NA;NA
1356;-1.6481;-0.8081;NA;-1.2008;-0.2277;NA;NA;NA
1357;-0.9766;-0.0821;NA;-1.3355;-0.3784;NA;NA;NA
1358;-1.4241;-0.5631;NA;-1.4381;-0.4879;NA;NA;NA
1359;-0.5376;0.4994;NA;-1.5159;-0.5589;NA;NA;NA
1360;-1.4581;-0.7811;NA;-1.5945;-0.6222;NA;NA;NA
1361;-4.4901;-3.7581;NA;-1.6702;-0.6817;NA;NA;NA
1362;-2.5551;-1.5271;NA;-1.739;-0.741;NA;NA;NA
1363;-1.5931;-0.4606;NA;-1.7752;-0.7658;NA;NA;NA
1364;-1.4116;-0.2856;NA;-1.7779;-0.7482;NA;NA;NA
1365;-1.8786;-0.9216;NA;-1.7799;-0.7309;NA;NA;NA
1366;-0.9071;0.3219;NA;-1.8145;-0.7571;NA;NA;NA
1367;-0.1281;1.3109;NA;-1.9051;-0.853;NA;NA;NA
1368;-2.6796;-1.6136;NA;-2.0268;-0.9871;NA;NA;NA
1369;-2.3161;-1.2906;NA;-2.1405;-1.1149;NA;NA;NA
1370;-1.2476;-0.2466;NA;-2.2067;-1.1919;NA;NA;NA
