Year;Cor reconstruction;Cor & Stat reconstruction;Sign Test reconstruction;Abram reconstruction;Cor reconstruction 30yr filtered;Cor & Stat reconstruction 30yr filtered;Sign Test reconstruction 30yr filtered;Abram reconstruction 30yr filtered;Target SAM (Fogt);Target SAM (Fogt) 30yr filtered
1674;-0.546;-0.3263;0.3185;0.036;-0.5857;-0.4765;0.1443;0.0063;NA;NA
1675;-0.8765;-0.6813;0.682;0.701;-0.6703;-0.5619;0.0781;-0.0121;NA;NA
1676;-0.751;-0.6678;0.317;-0.2415;-0.7228;-0.6175;0.029;-0.0239;NA;NA
1677;-0.4325;-0.2168;-0.165;0.3415;-0.7594;-0.6826;-0.0206;-0.0426;NA;NA
1678;-1.277;-1.4308;-1.239;-0.6995;-0.8082;-0.7909;-0.0876;-0.0783;NA;NA
1679;-0.89;-0.7448;-0.1635;-0.173;-0.8517;-0.8951;-0.1496;-0.116;NA;NA
1680;-1.582;-1.7093;-0.3125;-1.259;-0.873;-0.9475;-0.1843;-0.1406;NA;NA
1681;-1.0245;-1.0098;0.35;-0.1505;-0.8558;-0.9334;-0.1979;-0.1571;NA;NA
1682;-0.99;-1.5403;-0.1835;0.715;-0.8111;-0.8862;-0.2078;-0.176;NA;NA
1683;-0.8205;-0.9988;0.031;-0.41;-0.7616;-0.8309;-0.2087;-0.191;NA;NA
1684;-0.6955;-0.9408;-0.531;0.1325;-0.7299;-0.7923;-0.1956;-0.1953;NA;NA
1685;-0.114;-0.5223;-0.9315;-0.219;-0.7006;-0.7444;-0.1438;-0.1864;NA;NA
1686;-0.5035;-0.4248;-0.2685;-0.02;-0.6542;-0.6643;-0.0541;-0.1684;NA;NA
1687;-0.351;-0.1313;0.4685;0.0745;-0.6078;-0.5824;0.0405;-0.1451;NA;NA
1688;-0.319;-0.1153;0.4895;-0.637;-0.5786;-0.5289;0.1068;-0.1203;NA;NA
1689;-0.502;0.0822;0.1685;-0.1115;-0.5734;-0.4967;0.1701;-0.099;NA;NA
1690;-0.296;-0.0543;0.3045;-0.2585;-0.5786;-0.4649;0.2488;-0.0779;NA;NA
1691;-0.799;-0.6828;0.1325;0.208;-0.5806;-0.4435;0.3006;-0.0486;NA;NA
1692;-1.2005;-1.2123;0.364;0.043;-0.5881;-0.4478;0.3249;0.0145;NA;NA
1693;-1.1825;-1.0498;0.2595;0.1785;-0.6107;-0.4758;0.3459;0.1081;NA;NA
1694;-0.3735;-0.6178;0.762;-0.2215;-0.6357;-0.5109;0.3569;0.1981;NA;NA
1695;-0.5255;-0.2393;0.5045;0.086;-0.6504;-0.5371;0.3514;0.2503;NA;NA
1696;-0.728;-0.8998;0.008;0.0695;-0.6487;-0.5529;0.3098;0.2797;NA;NA
1697;-0.3495;-0.2068;0.734;0.1985;-0.6382;-0.5692;0.2344;0.3139;NA;NA
1698;-0.6945;-0.3493;0.11;0.1215;-0.6276;-0.5882;0.1526;0.3369;NA;NA
1699;-0.7395;-0.6578;-0.139;0.9625;-0.6255;-0.6119;0.0915;0.3328;NA;NA
1700;-0.724;-0.8713;0.0345;0.933;-0.6403;-0.6479;0.0348;0.2845;NA;NA
1701;-0.4735;-0.5888;-0.034;0.684;-0.6659;-0.6945;-0.0391;0.2026;NA;NA
1702;-0.2295;-0.2888;0.1185;0.9985;-0.6891;-0.7396;-0.1113;0.1125;NA;NA
1703;-0.4465;-0.4408;-0.5125;-0.1905;-0.6968;-0.7712;-0.163;0.0396;NA;NA
1704;-0.819;-0.9523;-0.715;-0.84;-0.6985;-0.8047;-0.1985;-0.0494;NA;NA
1705;-0.934;-1.0438;-0.3465;-0.3285;-0.7056;-0.8514;-0.2317;-0.1778;NA;NA
1706;-0.535;-0.9023;0.1985;-0.6305;-0.7077;-0.893;-0.2579;-0.3042;NA;NA
1707;-1.1525;-1.0163;-0.056;-1.219;-0.6945;-0.9114;-0.2721;-0.3875;NA;NA
1708;-0.999;-1.0408;-0.452;-0.1325;-0.6481;-0.8939;-0.2644;-0.4273;NA;NA
1709;-0.859;-1.1533;-0.116;-0.298;-0.5752;-0.8531;-0.2373;-0.4537;NA;NA
1710;-0.611;-1.6258;-0.426;-0.508;-0.5017;-0.8087;-0.2046;-0.4714;NA;NA
1711;-0.493;-0.8678;0.1035;-0.3175;-0.4538;-0.7803;-0.1801;-0.4854;NA;NA
1712;-0.434;-0.2898;-0.398;-0.6205;-0.4087;-0.7431;-0.1618;-0.4733;NA;NA
1713;-0.2115;-0.7963;-0.377;-1.1255;-0.3437;-0.6793;-0.139;-0.4278;NA;NA
1714;0.281;-0.0023;-0.18;0.1645;-0.2852;-0.6192;-0.1131;-0.3768;NA;NA
1715;0.0425;-0.1498;0.487;0.1215;-0.2597;-0.5932;-0.0856;-0.3478;NA;NA
1716;0.058;-0.3343;0.126;-0.507;-0.2793;-0.6089;-0.0532;-0.3422;NA;NA
1717;-0.34;-0.5528;-0.5025;0.171;-0.3257;-0.6445;-0.015;-0.3405;NA;NA
1718;-0.3995;-1.0318;0.0315;0.301;-0.3803;-0.6863;0.0243;-0.3388;NA;NA
1719;-0.381;-0.8123;0.3755;-0.8885;-0.4241;-0.7204;0.0603;-0.3335;NA;NA
1720;-0.564;-0.8683;0.122;-0.776;-0.4893;-0.7767;0.1016;-0.3247;NA;NA
1721;-0.423;-0.1908;0.205;-0.1115;-0.5939;-0.8698;0.1522;-0.316;NA;NA
1722;-1.2945;-1.3323;-0.828;-0.696;-0.6976;-0.9621;0.1997;-0.3097;NA;NA
1723;-0.9355;-0.9823;-0.204;-0.8815;-0.7604;-1.0164;0.2318;-0.3079;NA;NA
1724;-0.4985;-1.2593;1.5635;-0.235;-0.7852;-1.034;0.2524;-0.3168;NA;NA
1725;-0.944;-1.4983;0.588;-0.421;-0.801;-1.0416;0.2714;-0.3341;NA;NA
1726;-1.417;-1.5823;0.2535;0.2765;-0.807;-1.0402;0.2856;-0.3495;NA;NA
1727;-0.652;-0.8858;-0.18;0.3855;-0.8021;-1.0306;0.2919;-0.3525;NA;NA
1728;-0.533;-0.7543;0.052;-0.639;-0.7643;-0.9916;0.2818;-0.3423;NA;NA
1729;-0.9155;-1.1693;0.3265;-0.2635;-0.6922;-0.9207;0.2567;-0.3264;NA;NA
1730;-0.1065;0.0577;1.0725;0.1215;-0.6156;-0.8467;0.2285;-0.307;NA;NA
1731;-0.6005;-0.6668;0.5925;-0.416;-0.5648;-0.7983;0.2093;-0.2866;NA;NA
1732;-1.2015;-1.6413;-0.57;-1.2215;-0.5318;-0.7667;0.1857;-0.2708;NA;NA
1733;-0.3365;-0.7733;-0.257;-0.6105;-0.4934;-0.7293;0.1471;-0.2594;NA;NA
1734;-0.203;-0.5153;-0.052;-0.5125;-0.4572;-0.6943;0.1101;-0.246;NA;NA
1735;0.228;-0.0538;0.569;0.4895;-0.4306;-0.67;0.091;-0.2238;NA;NA
1736;-0.2685;-0.1588;0.2245;-0.2875;-0.4254;-0.6695;0.1;-0.1786;NA;NA
1737;-0.853;-0.9238;-0.3985;0.202;-0.4373;-0.6884;0.126;-0.113;NA;NA
1738;-0.0635;-0.8678;0.232;0.049;-0.4496;-0.7091;0.1538;-0.0459;NA;NA
1739;-0.758;-0.8663;-0.112;-0.5615;-0.4457;-0.7136;0.1681;0.0042;NA;NA
1740;-0.3435;-0.7238;0.3935;0.408;-0.4292;-0.7006;0.1831;0.0373;NA;NA
1741;-0.946;-1.2928;-0.0495;0.198;-0.4135;-0.6833;0.2117;0.0673;NA;NA
1742;-0.4445;-0.6413;0.511;-0.0605;-0.3962;-0.6665;0.2366;0.0956;NA;NA
1743;-0.283;-0.5598;0.1935;0.065;-0.375;-0.6548;0.2405;0.1238;NA;NA
1744;-0.346;-0.5083;0.7045;0.4975;-0.3315;-0.6381;0.2102;0.1438;NA;NA
1745;-0.823;-1.1633;0.246;0.675;-0.2655;-0.6114;0.1577;0.1533;NA;NA
1746;-0.118;-0.3778;0.1915;-0.3535;-0.2018;-0.5871;0.1034;0.1626;NA;NA
1747;0.029;-0.3978;0.237;-0.114;-0.1652;-0.5777;0.0675;0.1822;NA;NA
1748;0.042;-0.0728;-0.004;0.5015;-0.1447;-0.5866;0.0388;0.2162;NA;NA
1749;0.4205;-0.2023;0.163;0.0475;-0.1206;-0.6043;1e-04;0.2571;NA;NA
1750;-0.4475;-0.7978;-0.327;0.223;-0.1045;-0.6247;-0.0365;0.2972;NA;NA
1751;0.043;-0.7613;-0.101;-0.4275;-0.1082;-0.6413;-0.059;0.3291;NA;NA
1752;-0.26;-0.9338;-1.0295;0.0115;-0.1458;-0.6708;-0.0536;0.361;NA;NA
1753;0.48;-0.0838;-0.442;0.964;-0.2053;-0.7153;-0.0337;0.3977;NA;NA
1754;-0.554;-1.2258;0.226;1.2655;-0.2591;-0.7466;-0.0278;0.4263;NA;NA
1755;-0.002;-0.8428;0.1795;0.773;-0.3215;-0.7571;-0.0315;0.4544;NA;NA
1756;-1.006;-1.3158;0.027;0.5845;-0.4101;-0.7619;-0.0264;0.49;NA;NA
1757;-0.512;-0.5328;0.3355;0.163;-0.5019;-0.7676;-0.0209;0.5205;NA;NA
1758;-0.6465;-0.9208;0.2385;0.4665;-0.5741;-0.7805;-0.0234;0.5334;NA;NA
1759;-0.762;-1.0993;0.3605;-0.1195;-0.6329;-0.7895;-0.035;0.5245;NA;NA
1760;-1.119;-0.9528;0.186;0.5105;-0.6953;-0.7877;-0.0494;0.502;NA;NA
1761;-0.4185;-0.1768;0.4395;0.818;-0.7536;-0.788;-0.0643;0.4717;NA;NA
1762;-0.558;-0.4723;-0.5265;0.4775;-0.8004;-0.803;-0.0771;0.4396;NA;NA
1763;-0.8085;-0.6413;-0.75;0.54;-0.8326;-0.8429;-0.0926;0.3991;NA;NA
1764;-0.492;-0.4883;-0.3755;-0.0995;-0.8552;-0.899;-0.1156;0.3455;NA;NA
1765;-1.022;-0.9608;-0.572;0.8885;-0.8728;-0.9558;-0.1436;0.2878;NA;NA
1766;-1.47;-1.3463;-0.458;0.3105;-0.8901;-0.9983;-0.1742;0.2347;NA;NA
1767;-0.928;-1.3058;-0.425;-0.1835;-0.9119;-1.0467;-0.2105;0.1671;NA;NA
1768;-0.8285;-0.8528;-0.174;0.102;-0.9355;-1.1154;-0.2518;0.0772;NA;NA
1769;-0.692;-0.9753;0.1995;0.0895;-0.9541;-1.1797;-0.2901;-0.0089;NA;NA
1770;-0.8615;-1.9823;0.8085;0.411;-0.9608;-1.2149;-0.3172;-0.0649;NA;NA
1771;-0.8495;-1.6458;0.556;-0.4365;-0.9637;-1.224;-0.341;-0.1044;NA;NA
1772;-0.71;-0.8758;-0.276;0.362;-0.9683;-1.225;-0.3681;-0.1483;NA;NA
1773;-1.3225;-1.0943;-0.8745;-0.105;-0.9636;-1.2153;-0.3894;-0.1818;NA;NA
1774;-1.2885;-1.4408;-1.436;-1.4535;-0.939;-1.1925;-0.3954;-0.1899;NA;NA
1775;-0.897;-0.8678;-0.782;-0.4375;-0.8753;-1.1345;-0.3832;-0.1539;NA;NA
1776;-0.923;-1.1088;-0.809;-0.44;-0.7797;-1.0405;-0.3619;-0.0834;NA;NA
1777;-0.324;-0.6958;-0.5175;0.25;-0.6803;-0.9404;-0.3399;-0.0057;NA;NA
1778;-0.8275;-1.1258;-0.1985;0.3545;-0.6051;-0.864;-0.3256;0.0518;NA;NA
1779;-0.646;-0.5608;0.15;0.3925;-0.522;-0.7847;-0.2886;0.1123;NA;NA
1780;-0.5705;-0.7853;-0.1535;0.6655;-0.4072;-0.6792;-0.2179;0.1991;NA;NA
1781;-0.7145;-0.8158;-0.49;-0.19;-0.3019;-0.5825;-0.1509;0.2847;NA;NA
1782;-0.638;-1.0933;-0.499;-0.1715;-0.2473;-0.5294;-0.1248;0.3418;NA;NA
1783;0.3785;-0.3138;0.331;0.6285;-0.2522;-0.5289;-0.1464;0.3756;NA;NA
1784;0.332;-0.2843;0.699;1.3425;-0.2857;-0.5551;-0.1884;0.4062;NA;NA
1785;0.364;-0.2003;0.812;0.7345;-0.3295;-0.5901;-0.237;0.4284;NA;NA
1786;0.3435;0.0067;-0.197;0.2345;-0.3652;-0.6164;-0.2787;0.4369;NA;NA
1787;-0.177;-0.2288;-0.7085;0.5;-0.4264;-0.6681;-0.3479;0.4161;NA;NA
1788;-0.6245;-0.5918;-0.635;-0.1215;-0.5309;-0.7614;-0.4595;0.3677;NA;NA
1789;-1.453;-0.9408;-1.309;0.039;-0.6365;-0.8519;-0.5706;0.3129;NA;NA
1790;-1.118;-1.0033;-1.0305;-0.014;-0.7013;-0.895;-0.6382;0.2726;NA;NA
1791;-1.1125;-1.5483;-0.708;-0.5055;-0.7508;-0.9117;-0.6833;0.2285;NA;NA
1792;-1.433;-1.7848;-0.9025;1.145;-0.8194;-0.9383;-0.7388;0.1638;NA;NA
1793;-0.8485;-1.0238;-0.94;0.975;-0.878;-0.9529;-0.7803;0.1019;NA;NA
1794;-0.9825;-0.9623;-0.7665;0.0115;-0.8975;-0.9341;-0.7834;0.0665;NA;NA
1795;-0.481;-0.8918;-0.385;0.558;-0.846;-0.8494;-0.714;0.0483;NA;NA
1796;-0.708;-0.9178;-0.4105;-0.8305;-0.7396;-0.7103;-0.5855;0.0301;NA;NA
1797;-0.2585;-0.2893;-0.023;-0.496;-0.6214;-0.5611;-0.4447;0.0237;NA;NA
1798;-0.659;-0.7408;-0.5725;0.079;-0.5343;-0.446;-0.3384;0.0413;NA;NA
1799;-0.416;-0.0433;-0.901;0.0385;-0.4481;-0.324;-0.2338;0.0957;NA;NA
1800;-0.2225;0.1207;-0.459;0.0225;-0.33;-0.1587;-0.0953;0.1773;NA;NA
1801;-0.5855;0.1792;0.1245;0.329;-0.2187;-0.0011;0.0346;0.264;NA;NA
1802;-0.4245;0.1697;-0.114;0.4095;-0.153;0.0977;0.1135;0.3333;NA;NA
1803;-0.1185;0.1857;0.5295;0.5785;-0.1413;0.1306;0.1369;0.4181;NA;NA
1804;0.023;0.1267;0.649;-0.523;-0.1551;0.1337;0.1371;0.5395;NA;NA
1805;0.412;0.3277;0.4995;0.2425;-0.1783;0.1215;0.1271;0.6583;NA;NA
1806;0.353;0.3187;0.622;1.247;-0.195;0.1081;0.1195;0.735;NA;NA
1807;-0.0745;-0.0258;0.3585;2.152;-0.2237;0.0686;0.0922;0.7737;NA;NA
1808;-0.1665;0.1942;0.529;1.6665;-0.278;-0.0101;0.0332;0.8032;NA;NA
1809;-0.466;0.0322;-0.494;0.6695;-0.3341;-0.0957;-0.03;0.8214;NA;NA
1810;-1.0285;-0.5908;-0.8255;0.506;-0.3683;-0.1559;-0.0697;0.8261;NA;NA
1811;-0.795;-0.4048;-0.7825;0.147;-0.3921;-0.2042;-0.101;0.8068;NA;NA
1812;-0.452;-0.3563;-0.15;0.409;-0.4255;-0.266;-0.147;0.7631;NA;NA
1813;-0.6865;-0.5443;-0.579;0.663;-0.4574;-0.3267;-0.1921;0.7081;NA;NA
1814;-0.375;-0.3513;-0.2085;1.305;-0.4765;-0.3717;-0.2208;0.6549;NA;NA
1815;-0.538;-0.5628;-0.3915;0.3715;-0.4782;-0.4087;-0.2081;0.5786;NA;NA
1816;-0.4425;-0.3348;0.244;0.285;-0.4696;-0.4457;-0.1694;0.4749;NA;NA
1817;-0.3885;-0.3683;0.3535;0.2405;-0.4571;-0.4678;-0.1497;0.3881;NA;NA
1818;-0.2665;-0.1013;-0.35;0.4545;-0.4219;-0.4598;-0.1358;0.3111;NA;NA
1819;0.3055;-0.0928;0.5815;-0.1435;-0.3591;-0.4285;-0.1012;0.2211;NA;NA
1820;-0.0425;-0.3078;0.156;0.856;-0.2953;-0.3925;-0.0706;0.1385;NA;NA
1821;-0.437;-0.7803;-0.661;0.402;-0.2572;-0.3703;-0.0689;0.0837;NA;NA
1822;-0.7275;-0.6778;-0.407;0.5585;-0.2459;-0.3531;-0.1162;0.0565;NA;NA
1823;-0.895;-0.9018;0.107;-0.258;-0.2428;-0.3271;-0.1971;0.0397;NA;NA
1824;-0.5555;-0.5678;-0.3995;-0.6295;-0.2454;-0.3042;-0.2831;0.0282;NA;NA
1825;0.063;0.1367;0.101;-0.208;-0.2512;-0.296;-0.3457;0.0168;NA;NA
1826;-0.0075;-0.1908;-0.6465;-0.977;-0.2714;-0.3067;-0.403;0.0167;NA;NA
1827;0.1905;0.2322;-0.3345;-0.194;-0.3076;-0.3269;-0.4775;0.033;NA;NA
1828;0.057;-0.2973;-1.109;0.129;-0.3432;-0.3474;-0.5472;0.0517;NA;NA
1829;-0.097;0.2047;0.1405;0.447;-0.3613;-0.3591;-0.5901;0.0588;NA;NA
1830;-0.2495;-0.0698;-0.6035;0.915;-0.3664;-0.3701;-0.6143;0.0743;NA;NA
1831;-0.638;-0.6403;-0.918;0.3765;-0.3722;-0.3886;-0.6365;0.1118;NA;NA
1832;-0.839;-0.8943;-1.203;0.7625;-0.375;-0.4058;-0.6473;0.1478;NA;NA
1833;-0.908;-0.6823;-0.82;0.2425;-0.3712;-0.4128;-0.6375;0.1588;NA;NA
1834;-0.978;-0.8388;-0.5395;-0.4525;-0.3528;-0.4046;-0.5847;0.134;NA;NA
1835;-0.3035;-0.6083;-0.3655;-0.2695;-0.3222;-0.3882;-0.494;0.0881;NA;NA
1836;0.0995;-0.3933;0.462;-0.025;-0.2917;-0.3727;-0.3968;0.0354;NA;NA
1837;0.2565;-0.1988;-0.6935;-0.1345;-0.2737;-0.3669;-0.325;-0.0098;NA;NA
1838;-0.373;-0.3048;-1.0415;-0.652;-0.2453;-0.3533;-0.2436;-0.0692;NA;NA
1839;-0.463;-0.4073;-0.585;0.182;-0.194;-0.3218;-0.1267;-0.1547;NA;NA
1840;-0.2735;-0.3623;-0.0875;0.2735;-0.1478;-0.2932;-0.0185;-0.2367;NA;NA
1841;0.53;0.6907;0.6715;0.6355;-0.1348;-0.2883;0.0365;-0.2859;NA;NA
1842;-0.1415;-0.3808;0.365;-0.3785;-0.1728;-0.321;0.0358;-0.2955;NA;NA
1843;-0.173;-0.3453;0.345;-0.481;-0.2428;-0.3773;0.0126;-0.2867;NA;NA
1844;-0.445;-0.6983;-0.2175;-1.5755;-0.3184;-0.4367;-0.0243;-0.272;NA;NA
1845;0.2605;0.4257;0.603;-0.5815;-0.373;-0.4786;-0.0659;-0.2636;NA;NA
1846;0.0295;-0.3123;0.852;0.0665;-0.4319;-0.5238;-0.1502;-0.264;NA;NA
1847;-0.685;-1.0348;-0.5585;-0.092;-0.5178;-0.5908;-0.2876;-0.2644;NA;NA
1848;-1.35;-1.5078;-0.9695;-0.396;-0.6001;-0.6551;-0.4276;-0.2608;NA;NA
1849;-1.4285;-1.6008;-1.2995;0.181;-0.6483;-0.692;-0.5194;-0.2488;NA;NA
1850;-0.707;-0.3448;-0.268;0.0875;-0.6673;-0.6993;-0.5953;-0.2179;NA;NA
1851;-0.738;-0.3923;-0.8255;0.1535;-0.6798;-0.6943;-0.6963;-0.1689;NA;NA
1852;-0.4545;-0.5458;-1.099;-0.226;-0.6812;-0.6813;-0.7855;-0.1151;NA;NA
1853;-0.4545;-0.8118;-0.738;-0.1955;-0.6672;-0.6647;-0.8261;-0.0695;NA;NA
1854;-0.642;-0.6388;-1.373;-0.6485;-0.6024;-0.6176;-0.7865;-0.0247;NA;NA
1855;-0.1645;-0.0648;-0.758;0.1495;-0.4867;-0.5337;-0.6901;0.0276;NA;NA
1856;-0.78;-0.4158;-0.5315;-0.04;-0.3686;-0.4488;-0.5824;0.0755;NA;NA
1857;-0.2135;-0.4698;-0.4645;0.0685;-0.2968;-0.3986;-0.5092;0.1068;NA;NA
1858;-0.5915;-0.6878;-0.6725;-0.004;-0.2598;-0.3785;-0.4394;0.1268;NA;NA
1859;-0.7665;-0.6628;-0.453;0.038;-0.221;-0.3624;-0.3362;0.1463;NA;NA
1860;0.007;-0.1653;0.5525;0.0745;-0.1908;-0.3544;-0.2364;0.1616;NA;NA
1861;0.817;0.2132;0.079;0.8845;-0.1798;-0.3583;-0.1772;0.1693;NA;NA
1862;0.6035;-0.3443;-0.1495;1.0705;-0.2046;-0.3892;-0.1678;0.1578;NA;NA
1863;-0.323;-0.6223;-0.013;-0.1165;-0.2582;-0.4445;-0.1817;0.1292;NA;NA
1864;-0.1565;0.0717;0.213;-0.1115;-0.3157;-0.5019;-0.2013;0.0999;NA;NA
1865;-0.497;-0.5858;0.182;0.3215;-0.3517;-0.5391;-0.2092;0.0861;NA;NA
1866;-0.984;-0.7028;-0.503;-0.57;-0.3818;-0.5644;-0.2223;0.0825;NA;NA
1867;-0.768;-1.0613;-0.7275;-0.03;-0.4278;-0.5964;-0.257;0.0749;NA;NA
1868;-0.4985;-0.5843;-0.577;-0.349;-0.4743;-0.6277;-0.2951;0.066;NA;NA
1869;-0.6465;-0.6313;-0.6225;0.32;-0.5061;-0.651;-0.3187;0.0586;NA;NA
1870;-0.7415;-0.8128;-0.7585;-0.062;-0.5192;-0.6621;-0.3246;0.0605;NA;NA
1871;-0.812;-1.1868;-0.6455;-0.3495;-0.5233;-0.6654;-0.3248;0.0716;NA;NA
1872;-0.617;-0.9998;-0.072;0.351;-0.5233;-0.6667;-0.3235;0.0827;NA;NA
1873;-0.2295;-0.3928;-0.0965;-0.4935;-0.5241;-0.6715;-0.3249;0.0848;NA;NA
1874;0.1665;-0.0938;0.1655;0.4715;-0.5134;-0.671;-0.3158;0.0819;NA;NA
1875;0.0175;-0.2338;0.184;1.739;-0.486;-0.6597;-0.2914;0.0818;NA;NA
1876;-0.3225;-0.2958;0.073;0.3585;-0.4573;-0.6482;-0.268;0.0804;NA;NA
1877;-0.94;-0.8443;-0.733;-0.305;-0.4427;-0.6469;-0.2621;0.0739;NA;NA
1878;-0.7915;-1.2663;-0.6425;-0.8765;-0.4598;-0.6738;-0.2965;0.0355;NA;NA
1879;-0.8195;-0.8033;-0.6485;0.0615;-0.4934;-0.7168;-0.3535;-0.0263;NA;NA
1880;-0.181;-0.5953;-0.2275;-0.276;-0.5101;-0.741;-0.3891;-0.0624;NA;NA
1881;-0.0395;-0.2983;0.2035;0.274;-0.5199;-0.7589;-0.4124;-0.0728;NA;NA
1882;-0.834;-0.8068;-0.6895;-0.743;-0.5421;-0.7916;-0.4496;-0.0852;NA;NA
1883;-0.418;-0.7803;0.1675;0.15;-0.5579;-0.8171;-0.482;-0.0925;NA;NA
1884;-0.7215;-0.9913;-0.85;-0.0505;-0.5485;-0.8133;-0.4908;-0.0874;NA;NA
1885;-0.729;-1.2103;-1.418;0.3165;-0.4904;-0.7616;-0.4575;-0.0337;NA;NA
1886;-0.5065;-0.9978;-0.848;-0.3375;-0.3958;-0.6769;-0.3941;0.067;NA;NA
1887;-0.3205;-0.5513;-0.0305;-0.273;-0.2989;-0.5868;-0.3281;0.1656;NA;NA
1888;-0.5155;-0.6948;-0.205;-0.1435;-0.2341;-0.5191;-0.2867;0.2127;NA;NA
1889;-0.2775;-0.3838;-0.6785;0.0305;-0.1887;-0.4577;-0.2575;0.2124;NA;NA
1890;-0.1095;-0.4528;0.154;0.6585;-0.136;-0.3803;-0.2188;0.2015;NA;NA
1891;0.0495;-0.0648;0.3855;1.2375;-0.0888;-0.3051;-0.1834;0.1799;NA;NA
1892;-0.1975;-0.2808;0.195;0.147;-0.0603;-0.2504;-0.1643;0.1476;NA;NA
1893;0.3005;0.2547;-0.375;0.414;-0.0542;-0.2101;-0.1673;0.0692;NA;NA
1894;0.983;0.4777;0.0795;0.357;-0.0607;-0.17;-0.1829;-0.0575;NA;NA
1895;0.2625;-0.1493;-0.0605;-0.2265;-0.0727;-0.1358;-0.2019;-0.1839;NA;NA
1896;-0.0735;-0.0148;-0.0365;-0.474;-0.0829;-0.1132;-0.215;-0.2609;NA;NA
1897;-0.351;-0.3753;-0.1975;0.3145;-0.1079;-0.1099;-0.2377;-0.3084;NA;NA
1898;-0.8395;-0.6283;-1.1195;-1.183;-0.1561;-0.124;-0.2798;-0.3662;NA;NA
1899;-0.8715;-0.5148;-0.5965;-1.317;-0.2075;-0.1463;-0.3232;-0.4156;NA;NA
1900;-0.425;-0.3493;-0.4055;-1.0985;-0.2421;-0.168;-0.3499;-0.4379;NA;NA
1901;-0.2025;-0.1898;-0.027;-0.887;-0.2668;-0.1946;-0.3578;-0.4003;NA;NA
1902;-0.3895;-0.3628;-1.195;-0.3065;-0.2963;-0.2324;-0.3588;-0.3127;NA;NA
1903;-0.0265;-0.1398;0.016;-0.064;-0.3221;-0.2733;-0.3559;-0.2204;NA;NA
1904;0.438;0.7727;0.325;0.591;-0.3361;-0.3089;-0.3521;-0.1687;NA;NA
1905;-0.1425;0.1457;-0.3935;-0.7235;-0.3284;-0.3472;-0.3375;-0.1318;0.5832;NA
1906;-0.792;-0.9653;-0.5435;0.611;-0.3034;-0.3943;-0.309;-0.0717;-0.4663;NA
1907;-0.6855;-0.8853;-0.0015;0.8075;-0.2739;-0.4394;-0.2795;-0.0159;-0.3255;NA
1908;-0.025;-0.4873;-0.051;-0.1345;-0.2525;-0.4716;-0.2618;0.0082;0.3165;NA
1909;0.243;-0.0778;-0.198;1.2535;-0.2414;-0.5045;-0.2606;-0.0187;0.14;NA
1910;-0.276;-0.5703;-0.6385;0.0595;-0.2324;-0.5482;-0.2672;-0.0806;-0.2743;NA
1911;-0.5835;-0.7063;-0.561;-0.6575;-0.2231;-0.5872;-0.2747;-0.1519;0.8095;NA
1912;-0.942;-1.5268;-0.718;-1.693;-0.2111;-0.6058;-0.276;-0.2069;-1.0518;NA
1913;0.108;-0.3628;0.177;-0.918;-0.1789;-0.587;-0.2654;-0.2693;-0.6088;NA
1914;0.3095;-0.2648;0.485;0.2455;-0.1266;-0.5405;-0.2478;-0.3604;1.1125;NA
1915;-0.271;-0.6113;-0.4625;-0.6085;-0.0786;-0.491;-0.2323;-0.4509;-1.6228;NA
1916;-0.186;-0.9828;-0.6075;-0.0415;-0.0593;-0.4631;-0.2278;-0.5117;-0.5148;NA
1917;-0.0605;-0.3338;-0.4155;-0.6785;-0.07;-0.4469;-0.2401;-0.5359;-0.631;NA
1918;-0.1835;-0.3043;-0.5;-0.555;-0.0925;-0.4224;-0.2622;-0.5427;-0.87;NA
1919;0.034;0.0082;-0.4205;-0.6015;-0.1211;-0.4;-0.2846;-0.5425;0.3907;NA
1920;-0.1645;-0.1828;0.298;-0.04;-0.1501;-0.3898;-0.2975;-0.5457;0.1037;-0.4346
1921;1.125;0.2962;0.641;-0.47;-0.2121;-0.4154;-0.3315;-0.5614;-0.029;-0.4335
1922;-0.071;-0.1638;-0.239;-0.7835;-0.3139;-0.4707;-0.396;-0.5829;0.161;-0.4175
1923;-0.6535;-0.7068;-0.563;-0.968;-0.4113;-0.5224;-0.4494;-0.5968;-1.9113;-0.3929
1924;-0.8;-0.9793;-0.981;-0.291;-0.4601;-0.5368;-0.4501;-0.5898;0.0755;-0.3563
1925;-0.9055;-0.8078;-0.215;-0.0985;-0.4645;-0.5151;-0.3876;-0.5515;0.0567;-0.2959
1926;-1.183;-0.8068;-0.949;-0.7825;-0.459;-0.484;-0.2934;-0.4917;-1.2755;-0.2098
1927;-0.149;-0.2363;-0.398;-0.7905;-0.4442;-0.4481;-0.1882;-0.4274;-0.0908;-0.1101
1928;-0.3775;-0.5403;-0.3125;-0.272;-0.4206;-0.4124;-0.0932;-0.3754;0.1245;-0.0086
1929;-0.841;-0.9173;-0.5175;-0.8575;-0.3474;-0.3428;0.0445;-0.3151;-0.1388;0.0828
1930;-0.8675;-0.7943;-0.0215;-0.6425;-0.2201;-0.2318;0.2452;-0.2317;-0.209;0.1522
1931;-0.47;-0.4143;-0.1515;-0.55;-0.0938;-0.1241;0.4394;-0.1519;0.1735;0.2348
